id,handle,title,published,body_html_uk,body_html_en
6e3ca239-9ee6-4192-87a7-61231dd43028,top-korset-weal,Топ-корсет Weal,true,"<p><span>Топ-корсет виконаний із глибокого чорного оксамиту. Подовжений перед формує витягнутий, скульптурний силует, акцентуючи талію та додаючи образу графічності. <br></span><span>Короткі рукави мають чітку, скульптурну форму: делікатно підняті в зоні плеча, вони створюють м’який об’єм і виразну лінію, підкреслюючи плечі та додаючи образу структурності. <br></span><span>Висока стійка обрамлює шию, надаючи силуету зібраності та елегантної строгості. <br></span><span>Застібається на ефектну блискавку вздовж усієї спинки.</span></p>
<p> </p>","<p><span>A corset top crafted from deep black velvet. The elongated front forms an extended, sculptural silhouette, accentuating the waist and adding graphic precision to the look. <br></span><span>The short sleeves boast a sharp, sculptural form: delicately raised at the shoulder, they create soft volume and a bold line, highlighting the shoulders and adding structural depth. <br></span><span>A high stand collar frames the neck, lending the silhouette a composed and elegantly austere feel. <br></span><span>Fastens with a striking zipper along the entire back.</span></p>
<p> </p>"
ea7f88a1-53e3-4ba3-9a8e-e2675f1e842e,shtany-rubin,Штани Rubin,true,"<p><span></span><span>Класичні штани</span><span> вільного крою з кишенями, гульфіком і замком спереду. <br></span><span>Декоративні складки на передній частині додають об’єму, створюючи плавну, витончену лінію силуету та підкреслюючи продуману конструкцію виробу.</span></p>","<p><span></span><span>Classic loose-fitting trousers</span><span> featuring pockets, a fly, and a front zipper. <br></span><span>Decorative pleats at the front add volume, creating a smooth, refined silhouette line and emphasizing the garment's thoughtfully engineered construction.</span></p>"
c397b876-074c-4d6f-aa58-10e0a2cbf8eb,korset-rubin,Корсет Rubin,true,"<p><span>Корсет із чітко вибудуваною архітектурою силуету, що акцентує талію та формує витончену, графічну лінію фігури. <br></span><span>Центральний акцент — зона декольте, оздоблена оксамитовими пелюстками. <br></span><span>Конструкція корсета підсилена рельєфними швами, що візуально витягують силует і підкреслюють його вертикаль. <br></span><span>Нижній край має фігурну лінію з м’якими вигинами. <br></span><span>Позаду ефектна застібка вздовж усього корсета, що підкреслює лінію спини, додаючи образу графічності та сучасного характеру.</span></p>
<p> </p>
<p> </p>","<p><span>A corset with precisely engineered silhouette architecture that highlights the waist and forms a refined, graphic body line. <br></span><span>The central focal point is the décolleté area, adorned with velvet petals. <br></span><span>The corset's construction is reinforced with princess seams that visually elongate the silhouette and emphasize its verticality. <br></span><span>The lower edge features a shaped hemline with soft curves. <br></span><span>Finished with a striking full-length zipper at the back, which accentuates the line of the back, adding graphic appeal and a modern character to the look.</span></p>
<p> </p>
<p> </p>"
7f6260b1-da93-4cf5-a3e9-11a3b093aaf2,bluza-pavera,Блуза Pavera,true,"<p><span></span><span>Блуза прилягаючого силуету з потайною планкою виконана з бавовняної тканини. <br></span><span>Вона м’яко тримає форму, створюючи чисту та лаконічну основу для образу. <br></span>Об’ємні рукави сформовані глибокими, рівномірно закладеними складками біля плеча. <br>Вони розкриваються в об’ємі та плавно спадають донизу, переходячи у зібрану лінію манжета, утворюючи делікатний «балон» із виразною, але врівноваженою геометрією.<br><span></span></p>
<p>Фігурний комір оздоблений камінцями, що додає образу витонченого акценту. <br>Манжети прикрашені вишивкою квітів маків і листя по всій поверхні — клопітка ручна робота, яка підкреслює унікальність та авторський характер виробу.</p>","<p><span></span><span>A fitted blouse with a concealed placket, crafted from cotton fabric. <br></span><span>It softly holds its shape, providing a clean and minimalist foundation for the look. <br></span>The voluminous sleeves are shaped by deep, evenly spaced pleats near the shoulder. <br>They unfold in volume and gracefully drape downward, transitioning into a gathered cuff line to form a delicate ""balloon"" shape with striking yet balanced geometry.<br><span></span></p>
<p>The shaped collar is embellished with rhinestones, adding a refined accent to the look. <br>The cuffs are decorated with hand-embroidered poppy flowers and leaves across their entirety — meticulous handcrafted artisanship that highlights the uniqueness and signature character of the garment.</p>"
ef423f4f-77bb-4695-9b34-78d3b02cf7a2,spidnytsya-poppy-grace,Спідниця Poppy Grace,true,"<p> </p>
<p><strong>Класична спідниця</strong><span> з потайним замком і шліцею позаду, з мереживною вставкою внизу, яка додає образу легкості та витонченої елегантності. Деталь підкреслює дизайнерський задум, перетворюючи класику на сучасну й жіночну річ.</span><br><span></span></p>
<p> </p>","<p> </p>
<p><strong>A classic skirt</strong><span> featuring a concealed back zipper and vent, finished with a lace insert at the hem that lends the look an air of lightness and refined elegance. This detail highlights the designer's vision, transforming a classic piece into a contemporary and highly feminine garment.</span><br><span></span></p>
<p> </p>"
034495b1-a5b8-4268-bc0d-b94825db0f44,pidzhak-poppy-grace,Піджак Poppy Grace,true,"<p><span><strong>Піджак</strong> із V-подібним вирізом</span><span> з костюмної тканини має чітко вибудуваний силует, що підкреслює плечі та талію. Плавні рельєфи спереду й позаду з внутрішніми складками, об’ємні рукави, які звужуються до низу, та бездоганна посадка створюють відчуття впевненості й гармонії.<br></span></p>
<p><span>Особливий акцент — </span><span>роз’ємний комір</span><span>: графічний, із подовженими плавно округленими краями, що спадають на плечі, утворюючи ефект накидки. Легка хвилеподібність контуру додає руху та пластики, а висока стійка витягує лінію шиї. Контраст молочної основи та чорного мережива підкреслює глибину й художню виразність. <br></span>Роз’ємна конструкція коміра дозволяє трансформувати образ: від декоративного акценту до стриманого мінімалізму.<br><span></span></p>
<p><span></span><strong>ВАРТІСТЬ ПІДЖАКА ВКАЗАНО БЕЗ ВАРТОСТІ КОМІРА</strong></p>
<p>КОМІР МОЖНА ПРИДБАТИ В КАТЕГОРІЇ «<em><strong>АКСЕСУАРИ</strong></em>» </p>","<p><span><strong>A V-neck jacket</strong></span><span> crafted from suiting fabric features a sharply constructed silhouette that accentuates the shoulders and waist. Flowing princess seams at the front and back with internal pleats, voluminous sleeves that taper towards the hem, and a flawless fit evoke a sense of confidence and harmony.<br></span></p>
<p><span>A special accent is the </span><span>detachable collar</span><span>: graphic, with elongated, smoothly rounded edges that drape over the shoulders, creating a cape effect. The slight undulation of the contour adds movement and plasticity, while the high stand collar elongates the neckline. The contrast between the milky base and black lace highlights the depth and artistic expression. <br></span>The detachable collar design allows the look to transform: from a decorative accent to understated minimalism.<br><span></span></p>
<p><span></span><strong>THE JACKET PRICE DOES NOT INCLUDE THE COLLAR</strong></p>
<p>THE COLLAR CAN BE PURCHASED IN THE ""<em><strong>ACCESSORIES</strong></em>"" CATEGORY</p>"
ee54105f-5b2b-4087-acbc-b99fb51c063d,spidnytsya-poppy-elegance,Спідниця Poppy Elegance,true,"<p><strong>Спідниця</strong> прямого крою, виконана з костюмної тканини, доповнена асиметричною мереживною вставкою напівкльош збоку. <br><span>Такий елемент додає образу легкості, м’якості та динаміки, створюючи витончений акцент у русі.</span></p>
<p> </p>","<p><strong>A straight-cut skirt</strong>, crafted from suiting fabric, complemented by an asymmetrical semi-flared lace insert on the side. <br><span>This element adds lightness, softness, and dynamic movement to the look, creating a refined accent in motion.</span></p>
<p> </p>"
37736675-4564-4570-8c16-691d6c028cc2,zhylet-poppy-elegance,Жилет Poppy Elegance,true,"<p><span><strong>Жилет</strong> із костюмної тканини на запах, доповнений внутрішніми кнопками для фіксації. <br></span><span>Виріб пропрацьований по рельєфах спереду та позаду, із внутрішніми складками, що формують витончений силует і додають конструкції глибини. Комір виконаний із основної тканини у поєднанні з мереживом, що надає образу делікатної елегантності та вишуканого акценту.</span></p>
<p> </p>","<p><span><strong>A wrap vest</strong> crafted from suiting fabric, complete with internal snap buttons for a secure fit. <br></span><span>The garment is detailed with princess seams at the front and back, featuring internal pleats that form an elegant silhouette and add structural depth. The collar is made of the main fabric combined with lace, lending the look a delicate elegance and a sophisticated accent.</span></p>
<p> </p>"
641aafea-c742-4bf7-8c22-0990deebe82d,spidnytsya-nude-harmony,Спідниця Nude Harmony,true,"<p>Спідниця класичного прямого крою створює стриманий і елегантний силует. <br><span>Позаду розташований замок і шліца, що додає комфорту в русі та завершеності образу.</span></p>","<p>A skirt with a classic straight cut creates an understated and elegant silhouette. <br><span>It features a back zipper and a vent, providing comfort in movement and a polished finish to the look.</span></p>"
0a7fdbb9-76db-44cf-8ae2-804a2040991b,zhylet-nude-harmony,Жилет Nude Harmony,true,"<p><span>Жилет на чашках із костюмної тканини у поєднанні з мереживом по центру, виконаний у формі корсета. <br></span><span>Рельєфи та вставлені кісточки підкреслюють талію і формують чіткий, витончений силует. <br></span><span>Від лінії талії виріб переходить у баску зі складками, що додає образу жіночності та динаміки. <br></span><span>Позаду застібка на замок забезпечує зручну посадку.</span></p>
<p> </p>","<p><span>A cupped vest crafted from suiting fabric, combined with a central lace panel, designed in a structured corset shape. <br></span><span>Princess seams and inserted boning accentuate the waist, forming a sharp, refined silhouette. <br></span><span>From the waistline, the garment transitions into a pleated basque, adding femininity and dynamics to the look. <br></span><span>A back zipper fastening ensures a comfortable and secure fit.</span></p>
<p> </p>"
32be635c-65f7-4a86-9364-61ce6f83c089,shorty-sharp-grace,Шорти Sharp Grace,true,"<p><span>Шорти з рельєфами доповнені вставленими оксамитовими бочками, що створюють виразний контраст фактур і додають образу нотки розкоші. <br></span><span>Продуманий крій підкреслює фігуру, поєднуючи комфорт і елегантність.</span></p>","<p><span>Shorts with princess seams, complemented by velvet side panels that create a striking textural contrast and add a touch of luxury to the look. <br></span><span>The thoughtfully engineered cut accentuates the figure, blending comfort with elegance.</span></p>"
f47e0685-dd82-45d1-9c7a-1ee27176b794,korset-sharp-grace,Корсет Sharp Grace,true,"<p><span>Силуетний корсет із чітко сформованими рельєфами та кісточками акцентує талію та формує витончений, структурований силует. <br></span><span>Бокові бочки додають глибини формі й забезпечують ідеальну посадку.</span></p>","<p><span>A fitted corset with sharply defined princess seams and boning accentuates the waist and forms a refined, structured silhouette. <br></span><span>The side panels add depth to the shape and ensure a flawless fit.</span></p>"
f3fdeb69-c5b4-4a13-bb96-10396f21161d,untitled-apr20-00-32,Блуза Heritage,true,"<p><span>Класична блуза прямого силуету, з довгими рукавами! <br></span><span>Зустрічні складки від плечового шва додають пишності, легкості та жіночності! <br></span><span>Спереду прикрашена невеликими складками, що додають унікального акценту образу. <br></span><span>А V-подібний виріз, розрізи по боках та застібка, у вигляді одного ґудзика на горловині, забезпечує комфортну посадку та надає елегантного вигляду!</span><span><strong>Комірець</strong> та <strong>манжети</strong>, виконані із бісеру ручної вишивки, що нагадує витончені гілочки або стилізовані квіткові мотиви. <br></span><span>Ці елементи додають декоративного шарму, створюючи враження ніжності та елегантності.</span></p>
<p> </p>
<p><strong>СКЛАД: </strong><span>котон-95%; еластан-5%</span></p>
<p> </p>","<p><span>A classic straight-silhouette blouse with long sleeves! <br></span><span>Box pleats falling from the shoulder seam add volume, lightness, and femininity! <br></span><span>Adorned with delicate pleats at the front, adding a unique accent to the look. <br></span><span>A V-neckline, side slits, and a single-button fastening at the collar ensure a comfortable fit and lend an elegant appearance!</span><span>The <strong>collar</strong> and <strong>cuffs</strong> feature hand-embroidered beading reminiscent of delicate twigs or stylized floral motifs. <br></span><span>These elements add decorative charm, creating an impression of tenderness and elegance.</span></p>
<p> </p>
<p><strong>COMPOSITION: </strong><span>cotton 95%; elastane 5%</span></p>
<p> </p>"
265aa20b-185b-456f-97e2-7c53d909ab5e,untitled-apr18-16-22,Skarlet Noir,true,"<p><span>Витончена сукня складної конструкції, що поєднує в собі архітектурність форми та художню виразність деталей. </span></p>
<p><span>Верхня частина виконана у вигляді корсетної основи з оксамиту. <br></span><span>Серцеподібна лінія декольте м’яко підкреслює зону грудей, формуючи жіночний силует. <br></span>Корсет має внутрішню конструкцію з кісточками, що фіксують форму та акцентують талію, створюючи витончені пропорції. <br><span>Посадка ідеально вивірена — виріб щільно прилягає до фігури, підкреслюючи її природну пластику. <br><br></span>Нижня частина сукні виконана з напівпрозорої органзи з легким матовим відблиском. <br><span>Спідниця розширюється донизу, утворюючи м’який шлейф і додаючи образу драматичності та руху. <br></span>Лінія колін декорована маками ручної роботи, які делікатно нашиваються на виріб, створюючи об’ємний художній акцент. <br><span>Кожен елемент виконаний з увагою до деталей, що додає образу унікальності, глибини та відчуття кутюрної ручної праці.</span></p>
<p><span>Блуза виконана з легкої органзи, що створює делікатний контраст із щільною корсетною основою сукні. <br></span><span>Контрастний білий комір та манжети додають образу свіжості та витонченості. <br></span><span>Пишні рукави створюють ефектний об’єм і підкреслюють романтичний характер виробу. Застібка попереду на ґудзики надає блузі класичного звучання.</span></p>
<p> </p>
<p> </p>","<p><span>A refined dress of complex construction, blending architectural form with the artistic expression of its details. </span></p>
<p><span>The upper part features a corset base made of premium velvet. <br></span><span>The sweetheart neckline softly accentuates the bust, shaping a feminine silhouette. <br></span>The corset features an internal boning structure that secures the shape and highlights the waist, creating exquisite proportions. <br><span>The fit is meticulously tailored — the garment closely hugs the figure, emphasizing its natural plasticity. <br><br></span>The lower part of the dress is crafted from translucent organza with a subtle matte finish. <br><span>The skirt flares towards the hemline, forming a soft train and adding drama and movement to the look. <br></span>The knee line is decorated with handcrafted poppies, delicately sewn onto the garment to create a voluminous artistic accent. <br><span>Every element is executed with profound attention to detail, adding uniqueness, depth, and a sense of true bespoke craftsmanship.</span></p>
<p><span>The blouse is crafted from lightweight organza, creating a delicate contrast with the dress's dense corset base. <br></span><span>The contrasting white collar and cuffs add freshness and refinement to the look. <br></span><span>Voluminous sleeves create striking volume and emphasize the garment's romantic character. A front button fastening gives the blouse a classic resonance.</span></p>
<p> </p>
<p> </p>"
8f91b2a5-d26c-4ad7-af41-cb6cd0218b1f,petalia-veil,Petalia Veil,true,,
8c4371d5-c67c-4c8d-a2a9-4cde4180218b,atrum,Atrum,true,,
dde5934f-fc76-4c79-8fb9-7fc3cd6f1fa2,umbra-lumen,Umbra Lumen,true,,
b442eeeb-041d-4f63-b6c4-0c313af8a398,poppy-veil-elegance,Linea Veil,true,"<p><span>Архітектурний корсет із чітко вибудуваною конструкцією, виконаний із глибокого чорного оксамиту у поєднанні з фактурною сіткою та мереживом із мотивами маків. <br></span><span>Модель формує скульптурний силует, підкреслює талію та вибудовує витончену геометрію фігури. <br></span><span>М’яка лінія декольте переходить у напівпрозорі вставки з мереживом, створюючи ефект багатошаровості та глибини. <br></span><span>Внутрішня система кісточок забезпечує ідеальну посадку, а vertical вставка в центрі візуально витягує силует. <br></span><span>Застібка по спинці — акцентна блискавка.</span></p>
<p>Баска продовжує корсетну лінію та виступає виразним декоративним елементом. <br><span>Виконана з поєднання сітки з мереживом «маки» та щільної білої тканини, вона формує графічний контур і динамічні клини, що подовжують силует. <br></span><span>Зав’язується ззаду на оксамитову зав’язку, регулюючи посадку. <br></span><span>Баска є самостійним елементом, який легко інтегрується в інші образи.</span></p>
<p><span>Блуза з легкої органзи має вільний силует і об’ємні рукави зі зборами, що формують м’який скульптурний об’єм. <br></span><span>Рукави завершені подовженими оксамитовими манжетами, що додають образу глибини та тактильної виразності. <br></span>Застібається спереду на планку з прихованими кнопками, зберігаючи чистоту ліній. </p>
<p><span>Оксамитовий комір витягнутої форми підкреслює вертикаль силуету та додає образу стриманої інтелігентності.</span></p>
<p>Спідниця з витонченими вставними клинами понизу, які додають легкості та динаміки руху. <br>Такий крій формує красивий розкльошений силует, підкреслює жіночність і створює ефект плавного розкриття при ходьбі. <br><span>Ідеально поєднує комфорт і елегантність, додаючи образу вишуканості.</span><span> </span></p>","<p><span>An architectural corset with a precisely tailored construction, crafted from deep black velvet combined with textured mesh and poppy motif lace. <br></span><span>The model shapes a sculptural silhouette, accentuates the waist, and builds refined body geometry. <br></span><span>The soft neckline transitions into translucent lace inserts, creating a multilayered effect with striking depth. <br></span><span>An internal boning system ensures a flawless fit, while a vertical center panel visually elongates the silhouette. <br></span><span>Finished with an accent zipper fastening at the back.</span></p>
<p>The basque continues the corset line and serves as a striking decorative element. <br><span>Crafted from a combination of mesh with ""poppy"" lace and dense white fabric, it forms a graphic contour and dynamic wedges that elongate the silhouette. <br></span><span>It ties at the back with a velvet ribbon, allowing for an adjustable fit. <br></span><span>The basque is a standalone piece that effortlessly integrates into other looks.</span></p>
<p><span>The lightweight organza blouse features a loose silhouette and voluminous gathered sleeves that form a soft sculptural volume. <br></span><span>The sleeves are finished with elongated velvet cuffs, adding depth and tactile expressiveness to the look. <br></span>Fastens at the front with a concealed snap placket, preserving the purity of its lines. </p>
<p><span>The elongated velvet collar emphasizes the verticality of the silhouette and adds an air of understated elegance to the look.</span></p>
<p>The skirt features exquisite inserted wedges at the hem, adding lightness and dynamic movement. <br>This cut forms a beautiful flared silhouette, highlighting femininity and creating a smooth blooming effect when walking. <br><span>It perfectly merges comfort with elegance, lending the look a sophisticated touch.</span><span> </span></p>"
40e7dab7-1b18-4f0c-827c-9fd52a31374e,velour-poetry,Velour Poetry,true,"<p><span>Корсет із чашками, кісточками та вираженими бочками виконаний із преміального оксамиту. <br></span><span>Він формує чіткий, скульптурний силует, підкреслює талію та вибудовує витончені пропорції фігури.</span></p>
<p>Оксамитовий чорний комір має скульптурну, ювелірно вивірену форму: м’яко піднімається від лінії плечей, огортає шию та спускається у глибокий, витягнутий виріз. <br>Його пелюстковий контур візуально подовжує шию і підсилює графічність силуету, виступаючи не лише декоративним, а й конструктивним елементом.<br><span></span></p>
<p>Спідниця приталеного крою, з високою посадкою, підкреслює талію та подовжує фігуру, а розріз додає легкості та динаміки руху. <br><span>Головний акцент — об’ємні маки, створені вручну. Кожна квітка є результатом кропіткої, тривалої роботи, що надає виробу унікальності та глибини. Вони формують емоційний центр образу, додаючи йому ритму, об’єму та художньої виразності.</span></p>
<p>Це не просто костюм — це про майстерність, увагу до деталей і цінність ручної праці, що формує характер речі.<br><span></span></p>","<p><span>The cupped corset, featuring boning and pronounced side panels, is crafted from premium velvet. <br></span><span>It shapes a sharp, sculptural silhouette, accentuates the waist, and builds refined bodily proportions.</span></p>
<p>The black velvet collar boasts a sculptural, meticulously calibrated shape: softly rising from the shoulder line, wrapping the neck, and descending into a deep, elongated plunge. <br>Its petal-like contour visually lengthens the neck and amplifies the graphic nature of the silhouette, serving as both a decorative and structural element.<br><span></span></p>
<p>The fitted skirt with a high waistline accentuates the figure and elongates the silhouette, while the slit adds lightness and dynamic movement. <br><span>The main accent lies in the voluminous, handcrafted poppies. Every flower is the result of meticulous, time-intensive artisanship, granting the garment unmatched uniqueness and depth. They form the emotional centerpiece of the look, adding rhythm, volume, and artistic expression.</span></p>
<p>This is not just a suit — it is about mastery, attention to detail, and the true value of handcrafted artisanship that shapes the character of a piece.<br><span></span></p>"
